employer_name,count,sum_of_total_workers,e_name,certified_number
"SPRINGPATH, INC.",1,1,"SPRINGPATH, INC.",1
"HOME HEALTH AGENCY - ARIZONA, INC., DBA TEAM SELECT HOME CARE",1,1,"HOME HEALTH AGENCY - ARIZONA, INC., DBA TEAM SELECT HOME CARE",1
QUALIA MEDIA,1,1,QUALIA MEDIA,1
SPRINGSIDE CHESTNUT HILL ACADEMY,1,1,SPRINGSIDE CHESTNUT HILL ACADEMY,1
KAHN LUCAS LANCASTER INC.,1,1,KAHN LUCAS LANCASTER INC.,1
"SPRINGSYS TECHNOLOGIES, INC.",1,1,"SPRINGSYS TECHNOLOGIES, INC.",1
"INBRA CHEMICAL COMPANY, INC.",1,1,"INBRA CHEMICAL COMPANY, INC.",1
"HANWHA L&C USA, LLC",1,1,"HANWHA L&C USA, LLC",1
"QUANTA SERVICES, INC.",1,1,"QUANTA SERVICES, INC.",1
CATWALK TO SIDEWALK,1,1,CATWALK TO SIDEWALK,1
"SPRITZ, LLC",1,1,"SPRITZ, LLC",1
"KAHN GORDON TIMKO & RODRIQUES, P.C.",1,1,"KAHN GORDON TIMKO & RODRIQUES, P.C.",1
SPROLES WOODARD LLP,2,2,SPROLES WOODARD LLP,1
SPROTT GLOBAL RESOURCE INVESTMENTS LTD.,1,1,SPROTT GLOBAL RESOURCE INVESTMENTS LTD.,1
"SPROUTS FARMERS MARKET, INC.",1,1,"SPROUTS FARMERS MARKET, INC.",1
"SPROXIL, INC.",2,2,"SPROXIL, INC.",1
"QUARTERSPOT, INC.",1,1,"QUARTERSPOT, INC.",1
"QUINN EVANS ARCHITECTS, INC.",1,1,"QUINN EVANS ARCHITECTS, INC.",1
KAHLON SIDHU PLLC,1,1,KAHLON SIDHU PLLC,1
KAISER ALUMINUM INVESTMENT COMPANY,1,1,KAISER ALUMINUM INVESTMENT COMPANY,1
KAIEN INDUSTRIES INC.,1,1,KAIEN INDUSTRIES INC.,1
"GUNDERSON DETTMER STOUGH VILLENEUVE FRANKLIN & HACHIGIAN, LLP",1,1,"GUNDERSON DETTMER STOUGH VILLENEUVE FRANKLIN & HACHIGIAN, LLP",1
"CAUSEFORCE, LLC",1,1,"CAUSEFORCE, LLC",1
"QUIXOTE, INC.",1,1,"QUIXOTE, INC.",1
"QUORUM REVIEW, INC.",1,1,"QUORUM REVIEW, INC.",1
"QUOVO, INC.",1,1,"QUOVO, INC.",1
"SPUNTECH INDUSTRIES, INC",1,1,"SPUNTECH INDUSTRIES, INC",1
SPURGETECH,1,1,SPURGETECH,1
"ATRIUM WINDOWS AND DOORS, INC.",3,3,"ATRIUM WINDOWS AND DOORS, INC.",1
SPURLOCK LANDSCAPE ARCHITECTS,1,1,SPURLOCK LANDSCAPE ARCHITECTS,1
SPURLOCK POIRIER LANDSCAPE ARCHITECTS,2,2,SPURLOCK POIRIER LANDSCAPE ARCHITECTS,1
ADAMI LINDSEY &AMP; COMPANY LLP,2,2,ADAMI LINDSEY &AMP; COMPANY LLP,1
SPX FLOW INC,1,1,SPX FLOW INC,1
SPX FLOW INC.,1,1,SPX FLOW INC.,1
R AND F CAPITAL ADVISORS LP,1,1,R AND F CAPITAL ADVISORS LP,1
R-SQUARED PUCKETT INC.,1,1,R-SQUARED PUCKETT INC.,1
"SPX FLOW, INC.",1,1,"SPX FLOW, INC.",1
"GENTLE DENTAL JEFFERSON, PLLC",1,1,"GENTLE DENTAL JEFFERSON, PLLC",1
KAI YEN INTERNATIONAL TRADING CORPORATION,1,1,KAI YEN INTERNATIONAL TRADING CORPORATION,1
"SPYEGLASS, LLC",1,1,"SPYEGLASS, LLC",1
"ALLSTATES LANDSCAPING, INC.",1,1,"ALLSTATES LANDSCAPING, INC.",1
SQAD LLC,1,1,SQAD LLC,1
ALICE COMPUTERWORKS CORPORATION,1,1,ALICE COMPUTERWORKS CORPORATION,1
RADIOLOGY LTD. PLC,1,1,RADIOLOGY LTD. PLC,1
CAVALRY INC.,1,1,CAVALRY INC.,1
"HOME HEALTH AND HOSPICE CARE, INC.",1,1,"HOME HEALTH AND HOSPICE CARE, INC.",1
FREE CHOICE HEALTHCARE FOUNDATION,1,1,FREE CHOICE HEALTHCARE FOUNDATION,1
RAJAN INC,1,1,RAJAN INC,1
"SQUAR MILNER, LLP",1,1,"SQUAR MILNER, LLP",1
GENTLE DENTAL ASSOC. LLC,1,1,GENTLE DENTAL ASSOC. LLC,1
"RALLY HEALTH,INC.",1,1,"RALLY HEALTH,INC.",1
"SQUAR, MILNER, PETERSON,MIRANDA &AMP; WILLIAMSON, LLP",1,1,"SQUAR, MILNER, PETERSON,MIRANDA &AMP; WILLIAMSON, LLP",1
SPRY THERAPIES INC,1,1,SPRY THERAPIES INC,1
"KAIROS INVESTMENT MANAGEMENT COMPANY, LLC",2,2,"KAIROS INVESTMENT MANAGEMENT COMPANY, LLC",1
"HOME HEALTH PAVILION, INC.",1,1,"HOME HEALTH PAVILION, INC.",1
"SQUARESPACE, INC.",1,1,"SQUARESPACE, INC.",1
SQUARETEK INC,1,2,SQUARETEK INC,1
CAVE CREEK CAPITAL MANAGEMENT LLC,1,1,CAVE CREEK CAPITAL MANAGEMENT LLC,1
"SQUASH ON FIRE OPERATIONS, LLC",1,1,"SQUASH ON FIRE OPERATIONS, LLC",1
"SQUASHBUSTERS, INC.",1,1,"SQUASHBUSTERS, INC.",1
"RALLY VENTURES MANAGEMENT, LLC",1,1,"RALLY VENTURES MANAGEMENT, LLC",1
RALPH INTERACTIVE,1,1,RALPH INTERACTIVE,1
"RALPH LAUREN RETAIL, INC.",1,1,"RALPH LAUREN RETAIL, INC.",1
RANDOLPH COUNTY SCHOOLS,1,1,RANDOLPH COUNTY SCHOOLS,1
"KAIMETRIX, LLC",2,2,"KAIMETRIX, LLC",1
"FLUIDMESH NETWORKS, LLC",1,1,"FLUIDMESH NETWORKS, LLC",1
RAPID VALUE SOLUTIONS,1,1,RAPID VALUE SOLUTIONS,1
KAIJIALI LLC,1,1,KAIJIALI LLC,1
"SQUIRL, INC.",1,1,"SQUIRL, INC.",1
SR AUTONOMOUS INC,1,1,SR AUTONOMOUS INC,1
SR DATA SYSTEM'CS CO INC.,1,1,SR DATA SYSTEM'CS CO INC.,1
SR DATA SYSTEMS CO INC,1,1,SR DATA SYSTEMS CO INC,1
SR DATA SYSTEMS CO INC.,1,1,SR DATA SYSTEMS CO INC.,1
SR DATA SYSTEMS CO. INC,1,1,SR DATA SYSTEMS CO. INC,1
"CAVENDISH KINETICS, INC.",1,1,"CAVENDISH KINETICS, INC.",1
SR LABS LLC,1,1,SR LABS LLC,1
ASIP SOLUTIONS,2,8,ASIP SOLUTIONS,1
SR TECH SERVICES LLC,1,1,SR TECH SERVICES LLC,1
"RATPAC ENTERTAINMENT, LLC",1,1,"RATPAC ENTERTAINMENT, LLC",1
SRA AMERICA INC,1,1,SRA AMERICA INC,1
SRA ARCHITECTURE AND ENGINEERING PC,1,1,SRA ARCHITECTURE AND ENGINEERING PC,1
RAWAT FOODS INC.,1,1,RAWAT FOODS INC.,1
KAIROS MUSIC GROUP,1,1,KAIROS MUSIC GROUP,1
RAY'S PHARMACY,1,1,RAY'S PHARMACY,1
SRCT INC.,1,1,SRCT INC.,1
"CAVITY SLIDERS USA, INC.",1,1,"CAVITY SLIDERS USA, INC.",1
"KALIR ENTERPRISES, INC.",1,1,"KALIR ENTERPRISES, INC.",1
"KALAMBAYI T. KABASELA, DDS, PC",1,1,"KALAMBAYI T. KABASELA, DDS, PC",1
KAIZEN FARMS NORTH LLC,2,2,KAIZEN FARMS NORTH LLC,1
"INCAPTURE TECHNOLOGIES, LLC",1,1,"INCAPTURE TECHNOLOGIES, LLC",1
"ASK 5, INC",1,1,"ASK 5, INC",1
GRACE FINANCIAL CAPTIAL INC.,1,1,GRACE FINANCIAL CAPTIAL INC.,1
"REALTERM US, INC.",1,1,"REALTERM US, INC.",1
SRH CONSULTING LLC,1,1,SRH CONSULTING LLC,1
"REBAR ENGINEERING, INC.",1,1,"REBAR ENGINEERING, INC.",1
"RECORDED BOOKS, INC.",1,1,"RECORDED BOOKS, INC.",1
"SRI ANJANEYA TECHNOLOGIES, LLC",1,1,"SRI ANJANEYA TECHNOLOGIES, LLC",1
SRI ENERGY INC.,1,1,SRI ENERGY INC.,1
"RECOGNOS, INC.",1,1,"RECOGNOS, INC.",1
"ALICE TECHNOLOGIES, INC.",2,2,"ALICE TECHNOLOGIES, INC.",1
"SRI GANESH PHARMACY OF CUMBERLAND, INC.",1,1,"SRI GANESH PHARMACY OF CUMBERLAND, INC.",1
"SRI GANESH PHARMACY OF HYNDMAN, INC.",1,1,"SRI GANESH PHARMACY OF HYNDMAN, INC.",1
"RED BOOKS, LLC",1,1,"RED BOOKS, LLC",1
REDDY ARCHITECTURE PLLC,1,1,REDDY ARCHITECTURE PLLC,1
"REDDY CARE PHYSICAL THERAPY, P.C.",1,1,"REDDY CARE PHYSICAL THERAPY, P.C.",1
"SRI INFOTECH, INC.",1,1,"SRI INFOTECH, INC.",1
KAIZEN EDUCATION FOUNDATION,1,1,KAIZEN EDUCATION FOUNDATION,1
"KAISER FRANCIS MANAGEMENT COMPANY, LLC",1,1,"KAISER FRANCIS MANAGEMENT COMPANY, LLC",1
SRI SAI RX MART LLC,1,1,SRI SAI RX MART LLC,1
SRI SAI RX MART LLC.,1,1,SRI SAI RX MART LLC.,1
AAXA TECHNOLOGIES INC.,2,2,AAXA TECHNOLOGIES INC.,1
"REDISRUPT, INC.",1,1,"REDISRUPT, INC.",1
HOME SERVICES UNLIMITED INC.,1,1,HOME SERVICES UNLIMITED INC.,1
KAIZEN ANALYTIX LLC,1,1,KAIZEN ANALYTIX LLC,1
"REFLEXNEWYORK, INC.",1,1,"REFLEXNEWYORK, INC.",1
"REGAL NAILS, SALON AND SPA, LLC",1,1,"REGAL NAILS, SALON AND SPA, LLC",1
"SRI TECHNOLOGIES, INC.",1,5,"SRI TECHNOLOGIES, INC.",1
SRI TECHNOLOGY SERVICES INC,3,3,SRI TECHNOLOGY SERVICES INC,1
SRICHI LLC,1,1,SRICHI LLC,1
"RESOURCE INFORMATICA, INC.",1,1,"RESOURCE INFORMATICA, INC.",1
RESTAURANT MAGDALENA LLC,1,1,RESTAURANT MAGDALENA LLC,1
KAJOL CORPORATION,1,1,KAJOL CORPORATION,1
FOREST CREEK CAPITAL LLC,1,1,FOREST CREEK CAPITAL LLC,1
CB LANSING 300 LLP,1,1,CB LANSING 300 LLP,1
"RENOVIS SURGICAL TECHNOLOGIES, INC.",2,2,"RENOVIS SURGICAL TECHNOLOGIES, INC.",1
"SRIR TECHNOLOGIES,INC",1,1,"SRIR TECHNOLOGIES,INC",1
"SRISAI BIOPHARMACEUTICAL SOLUTIONS, LLC",1,1,"SRISAI BIOPHARMACEUTICAL SOLUTIONS, LLC",1
ALIEF MONTESSORI COMMUNITY SCHOOL,1,1,ALIEF MONTESSORI COMMUNITY SCHOOL,1
GENSCRIPT USA INCORPORATED,1,1,GENSCRIPT USA INCORPORATED,1
"RESA POWER SOLUTIONS, LLC",1,1,"RESA POWER SOLUTIONS, LLC",1
"KAIZEN SYSTEMS, INC.",1,1,"KAIZEN SYSTEMS, INC.",1
"RIESTER PACIFIC, INC.",1,1,"RIESTER PACIFIC, INC.",1
"KAL RIEMAN,INC.",1,1,"KAL RIEMAN,INC.",1
SRIVEN PHARMACY LLC,1,1,SRIVEN PHARMACY LLC,1
KAKATIYA INFO TECH INC,1,1,KAKATIYA INFO TECH INC,1
INCARE MEDICAL SERVICES INC.,1,1,INCARE MEDICAL SERVICES INC.,1
RIVERA AUTO INSURANCE SERVICES,1,1,RIVERA AUTO INSURANCE SERVICES,1
ALHAMBRA INC,1,1,ALHAMBRA INC,1
RIVERSIDE MEDICAL CENTER,1,1,RIVERSIDE MEDICAL CENTER,1
"RIVERVIEW, INC.",1,1,"RIVERVIEW, INC.",1
"HANWHA L&AMP;C USA, LLC",1,1,"HANWHA L&AMP;C USA, LLC",1
"RIVERSIDE TRANSPORT, INC.",1,1,"RIVERSIDE TRANSPORT, INC.",1
"SRIVIN INFOSYSTEMS, INC.",1,1,"SRIVIN INFOSYSTEMS, INC.",1
"SRK CONSULTING (U.S.), INC",1,1,"SRK CONSULTING (U.S.), INC",1
"RK MOTORS, LLC",1,1,"RK MOTORS, LLC",1
FRANK C. KAMINSKI INC.,1,1,FRANK C. KAMINSKI INC.,1
RK&K,1,1,RK&K,1
"SRK GROUP,LLC",1,1,"SRK GROUP,LLC",1
ROBERT BOSCH TOOL CORPORATION,2,2,ROBERT BOSCH TOOL CORPORATION,1
SRK SOLUTIONS INC,1,1,SRK SOLUTIONS INC,1
"SRK SOLUTIONS, INC",1,1,"SRK SOLUTIONS, INC",1
"KALIO, INC.",1,1,"KALIO, INC.",1
KALBADVISORS MORTGAGE SOLUTIONS LLC,1,1,KALBADVISORS MORTGAGE SOLUTIONS LLC,1
FORMS DIRECT INC,1,1,FORMS DIRECT INC,1
SRM CONSULTANTS LLC,1,1,SRM CONSULTANTS LLC,1
"SRM PLUS, LLC",2,2,"SRM PLUS, LLC",1
FLIXSTER INC.,1,1,FLIXSTER INC.,1
"RNET TECHNOLOGIES, INC.",2,4,"RNET TECHNOLOGIES, INC.",1
ROBERT THIBODEAU,1,1,ROBERT THIBODEAU,1
"ROBERTS & WILLIE, PLLC",1,1,"ROBERTS & WILLIE, PLLC",1
ROBERTSON FOUNDATION,1,1,ROBERTSON FOUNDATION,1
"SRS INDUSTRIES, LLC",1,1,"SRS INDUSTRIES, LLC",1
"GENTIVA HEALTH SERVICES (USA), LLC",1,1,"GENTIVA HEALTH SERVICES (USA), LLC",1
"SRS SYSTEMS, LLC",1,1,"SRS SYSTEMS, LLC",1
ROCHE DIAGNOSTICS CORPORATION,1,1,ROCHE DIAGNOSTICS CORPORATION,1
"GENESCO, INC",1,1,"GENESCO, INC",1
"SRT CONSULTANTS, INC.",1,1,"SRT CONSULTANTS, INC.",1
ROYAL MANUFACTURING INC.,1,1,ROYAL MANUFACTURING INC.,1
SS APARTMENTS LLC,2,2,SS APARTMENTS LLC,1
SS CONSULTING SERVICES LLC,1,1,SS CONSULTING SERVICES LLC,1
SS DRUGS INC.,2,2,SS DRUGS INC.,1
"ASML U.S., INC.",1,1,"ASML U.S., INC.",1
"GENTIVA HEALTH SERVICES CERTIFIED, INC.",1,1,"GENTIVA HEALTH SERVICES CERTIFIED, INC.",1
ROOCHI TRADERS INCORPORATED,1,1,ROOCHI TRADERS INCORPORATED,1
RR FINANCIAL SERVICES INC,1,1,RR FINANCIAL SERVICES INC,1
SSA HOLDINGS LLC,1,1,SSA HOLDINGS LLC,1
"RREEF MANAGEMENT, LLC",3,3,"RREEF MANAGEMENT, LLC",1
"KALAS MANUFACTURING, INC.",1,1,"KALAS MANUFACTURING, INC.",1
"INCENTER, LLC",1,1,"INCENTER, LLC",1
SSACT RX INC.,1,1,SSACT RX INC.,1
SSANJ RX INC.,2,2,SSANJ RX INC.,1
RST LLC,1,1,RST LLC,1
"SSATECH, INC",1,1,"SSATECH, INC",1
KALARA LAW CORPORATION,1,1,KALARA LAW CORPORATION,1
"FRESENIUS USA, INC., A FRESENIUS MEDICAL CARE N.A. COMPANY",1,1,"FRESENIUS USA, INC., A FRESENIUS MEDICAL CARE N.A. COMPANY",1
HANWHA ADVANCED MATERIALS AMERICA,1,1,HANWHA ADVANCED MATERIALS AMERICA,1
"RUMMEL, KLEPPER &AMP; KAHL, LLP",1,1,"RUMMEL, KLEPPER &AMP; KAHL, LLP",1
"RUMPH & ASSOCIATES, P.C.",1,1,"RUMPH & ASSOCIATES, P.C.",1
"S&ME, INC.",1,1,"S&ME, INC.",1
"SSC ARLINGTON OPERATING COMPANY, LLC",2,2,"SSC ARLINGTON OPERATING COMPANY, LLC",1
SSC BANGS OPERATING COMPANY LLC,1,1,SSC BANGS OPERATING COMPANY LLC,1
SSC CANTON OPERATING COMPANY,1,1,SSC CANTON OPERATING COMPANY,1
SSC CANTON OPERATING COMPANY LLC,1,1,SSC CANTON OPERATING COMPANY LLC,1
"SSC COLORADO SPRINGS ASPEN OPERATING COMPANY, LLC",1,1,"SSC COLORADO SPRINGS ASPEN OPERATING COMPANY, LLC",1
SSB FOODS LLC,1,1,SSB FOODS LLC,1
SSC FORT WORTH DOWNTOWN OPERATING COMPANY,1,1,SSC FORT WORTH DOWNTOWN OPERATING COMPANY,1
S.M. DIAMOND CORPORATION,1,1,S.M. DIAMOND CORPORATION,1
SANTECH SOLUTION INC.,1,1,SANTECH SOLUTION INC.,1
SSC FORT WORTH NURSING & REHABILITATION CENTER OPERATING COMPANY LLC,1,1,SSC FORT WORTH NURSING & REHABILITATION CENTER OPERATING COMPANY LLC,1
"KALEIDO BIOSCIENCES, INC.",1,1,"KALEIDO BIOSCIENCES, INC.",1
SSC FORT WORTH NURSING AND REHABILIATION CENTER OPERATING COMPANY LLC,1,1,SSC FORT WORTH NURSING AND REHABILIATION CENTER OPERATING COMPANY LLC,1
SSC GASTONIA OPERATING COMPANY LLC,1,1,SSC GASTONIA OPERATING COMPANY LLC,1
SSC HOUSTON CYPRESS WOOD OPERATING COMPANY LLC,2,2,SSC HOUSTON CYPRESS WOOD OPERATING COMPANY LLC,1
SSC GOLDTHWAITE OPERATING COMPANY LLC,1,1,SSC GOLDTHWAITE OPERATING COMPANY LLC,1
"KALE SOFTECH, INC.",1,1,"KALE SOFTECH, INC.",1
"SANWA TRADING CO., INC.",1,1,"SANWA TRADING CO., INC.",1
"SSC NORTH AMERICA, LLC",1,1,"SSC NORTH AMERICA, LLC",1
"SAPPHIRE SOFTWARE SOLUTIONS, INC.",1,1,"SAPPHIRE SOFTWARE SOLUTIONS, INC.",1
SSC SAN ANTONIO SILVER CREEK OPERATING COMPANY,1,1,SSC SAN ANTONIO SILVER CREEK OPERATING COMPANY,1
SAHARA DENTAL CENTER,1,1,SAHARA DENTAL CENTER,1
SSC STATESVILLE MAPLE LEAF OPERATING COMPANY LLC,1,1,SSC STATESVILLE MAPLE LEAF OPERATING COMPANY LLC,1
SAPTOPIA CONSULTING LLC,3,3,SAPTOPIA CONSULTING LLC,1
KALIDY LLC,1,1,KALIDY LLC,1
SSCG GROUP LLC,2,2,SSCG GROUP LLC,1
SSCW CORPORATE OFFICE LLC,2,2,SSCW CORPORATE OFFICE LLC,1
FIRST RESERVE CORPORATION LLC,2,2,FIRST RESERVE CORPORATION LLC,1
"SSFM INTERNATIONAL, INC.",1,1,"SSFM INTERNATIONAL, INC.",1
SARAH ZONE INC,1,1,SARAH ZONE INC,1
SSG LTD.,1,1,SSG LTD.,1
"SARAR USA, INC.",1,1,"SARAR USA, INC.",1
"SSI SERVICES, INC",1,1,"SSI SERVICES, INC",1
SSINFOTEK INC,1,1,SSINFOTEK INC,1
"SCSI, LLC",1,1,"SCSI, LLC",1
"SSINFOTEK, INC.",1,1,"SSINFOTEK, INC.",1
"KALEO SOFTWARE, INC.",1,1,"KALEO SOFTWARE, INC.",1
SSIT INC.,1,1,SSIT INC.,1
SSM -SLUH INC,1,1,SSM -SLUH INC,1
SSM HEALTH BUSINESS,1,1,SSM HEALTH BUSINESS,1
SSM HEALTH BUSINESSES,1,1,SSM HEALTH BUSINESSES,1
"SDL INTERNATIONAL AMERICA, INC.",1,1,"SDL INTERNATIONAL AMERICA, INC.",1
SSM HEALTH CARE CORPORATION,1,1,SSM HEALTH CARE CORPORATION,1
SSM HEALTH CORPORATION,1,1,SSM HEALTH CORPORATION,1
SSM HEALTH ILLINOIS,1,1,SSM HEALTH ILLINOIS,1
"SSM HEALTHCARE OF OKLAHOMA, INC.",1,1,"SSM HEALTHCARE OF OKLAHOMA, INC.",1
SSM INTEGRATED HEALTH TECHNOLOGIES,1,1,SSM INTEGRATED HEALTH TECHNOLOGIES,1
KALIDO INC.,3,3,KALIDO INC.,1
"CBI OF MARYLAND, INC.",1,1,"CBI OF MARYLAND, INC.",1
"SDSOL TECHNOLOGIES, LLC",1,1,"SDSOL TECHNOLOGIES, LLC",1
SEALINK INTERNATIONAL INC,1,1,SEALINK INTERNATIONAL INC,1
SSOE INC,1,1,SSOE INC,1
SSOE INC.,2,2,SSOE INC.,1
"SSP AMERICA, INC",1,1,"SSP AMERICA, INC",1
KALIBRI LABS LLC,1,1,KALIBRI LABS LLC,1
SEEIT SOLUTIONS LLC,1,1,SEEIT SOLUTIONS LLC,1
KALVI LLC,1,1,KALVI LLC,1
"SSV PHARMA, INC.",1,1,"SSV PHARMA, INC.",1
KALMAR SOLUTIONS LLC,1,1,KALMAR SOLUTIONS LLC,1
INCITE LLC,1,1,INCITE LLC,1
"ST GILES HOTEL, LLC",1,1,"ST GILES HOTEL, LLC",1
ST GREGORY HEALTHCARE SERVICES LLC,2,2,ST GREGORY HEALTHCARE SERVICES LLC,1
ST HELENA HOSPITAL,1,1,ST HELENA HOSPITAL,1
ST JOHN'S PREPARATORY SCHOOL,1,1,ST JOHN'S PREPARATORY SCHOOL,1
ST LUKE'S-ROOSEVELT HOSPITAL CENTER,1,1,ST LUKE'S-ROOSEVELT HOSPITAL CENTER,1
"GENSUITE, LLC",1,1,"GENSUITE, LLC",1
CBIZ ACCOUNTING TAX-ADVISORY LLC,1,1,CBIZ ACCOUNTING TAX-ADVISORY LLC,1
"SBJ GROUP ARCHITECTS, PC",1,1,"SBJ GROUP ARCHITECTS, PC",1
ST TECH INC,1,1,ST TECH INC,1
"ASO EMPL, LLC",1,1,"ASO EMPL, LLC",1
ST VINCENT FERRER HIGH SCHOOL,1,1,ST VINCENT FERRER HIGH SCHOOL,1
"ST&H MANAGEMENT COMPANY, INC.",2,2,"ST&H MANAGEMENT COMPANY, INC.",1
"ST, LOUIS KIDNEY CARE, LLC",1,1,"ST, LOUIS KIDNEY CARE, LLC",1
SEMICONDUCTOR INDUSTRY ASSOCIATION,1,1,SEMICONDUCTOR INDUSTRY ASSOCIATION,1
ST. ALEXIUS MEDICAL CENTER,1,1,ST. ALEXIUS MEDICAL CENTER,1
"ADAOTIVE, INC.",1,1,"ADAOTIVE, INC.",1
"SCHNEIDER & ASSOCIATE, C.P.A.S, P.C.",1,1,"SCHNEIDER & ASSOCIATE, C.P.A.S, P.C.",1
"SENSORIA, INC.",1,1,"SENSORIA, INC.",1
"ADESSO, INC.",1,1,"ADESSO, INC.",1
ST. ANDREW'S ON THE MARSH,1,1,ST. ANDREW'S ON THE MARSH,1
ST. ANDREWS UNITED METHODIST CHURCH,2,2,ST. ANDREWS UNITED METHODIST CHURCH,1
ST. ANN'S COMMUNITY,1,3,ST. ANN'S COMMUNITY,1
"ST. ANN'S WAREHOUSE, INC.",1,1,"ST. ANN'S WAREHOUSE, INC.",1
"KALLIDUS, INC. DBA SKAVA",1,1,"KALLIDUS, INC. DBA SKAVA",1
ST. ANTHONY HOSPITAL - PENDLETON,1,1,ST. ANTHONY HOSPITAL - PENDLETON,1
ST. ANTHONY SHAWNEE HOSPITAL INC,1,1,ST. ANTHONY SHAWNEE HOSPITAL INC,1
HOME SERVICES UNLIMITED INC,1,1,HOME SERVICES UNLIMITED INC,1
ST. BERNARD HOSPITAL AND HEALTH CARE CENTER,1,1,ST. BERNARD HOSPITAL AND HEALTH CARE CENTER,1
"ASO LOGISTICS, INC.",1,1,"ASO LOGISTICS, INC.",1
"SERVICES FOR THE UNDERSERVED, INC.",1,1,"SERVICES FOR THE UNDERSERVED, INC.",1
"CBIZ SOUTHERN CALIFORNIA, LLC",1,1,"CBIZ SOUTHERN CALIFORNIA, LLC",1
ST. CATHERINE OF SIENNA MEDICAL CENTER,1,1,ST. CATHERINE OF SIENNA MEDICAL CENTER,1
"SHINER+ASSOCIATES, INC.",1,1,"SHINER+ASSOCIATES, INC.",1
ST. CHARLES FAMILY MEDICAL CENTER,1,1,ST. CHARLES FAMILY MEDICAL CENTER,1
"ST. CHARLES TRADING, INC.",1,1,"ST. CHARLES TRADING, INC.",1
"KALLIDUS, INC.",2,2,"KALLIDUS, INC.",1
"ST. CLAIR SPECIALTY PHYSICIANS, P.C.",1,1,"ST. CLAIR SPECIALTY PHYSICIANS, P.C.",1
"CBIZ VALUATION GROUP, LLC",1,1,"CBIZ VALUATION GROUP, LLC",1
SHL ART INC,1,1,SHL ART INC,1
SH PROJECTS LLC,1,1,SH PROJECTS LLC,1
SHOP LOCAL LLC,1,1,SHOP LOCAL LLC,1
"ST. DAVID'S HEALTHCARE PARTNERSHIP, LLP",1,1,"ST. DAVID'S HEALTHCARE PARTNERSHIP, LLP",1
"ST. DOMINIC MEDICAL ASSOCIATES, LLC",2,2,"ST. DOMINIC MEDICAL ASSOCIATES, LLC",1
SHREE JALIYAN DARSHAN LLC,1,1,SHREE JALIYAN DARSHAN LLC,1
KALPESH ENTERPRISE LLC,1,1,KALPESH ENTERPRISE LLC,1
ST. FRANCIS HOSPITAL,1,1,ST. FRANCIS HOSPITAL,1
"ST. FRANCIS PHYSICIAN PRACTICES, LLC",1,1,"ST. FRANCIS PHYSICIAN PRACTICES, LLC",1
ST. GEORGE GREEK ORTHODOX CHURCH,1,1,ST. GEORGE GREEK ORTHODOX CHURCH,1
ST. GEORGE'S SOCIETY OF NEW YORK,1,1,ST. GEORGE'S SOCIETY OF NEW YORK,1
KALMAR USA INC.,1,1,KALMAR USA INC.,1
AAXY L.L.C.,1,1,AAXY L.L.C.,1
"CBK HOLDINGS, INC",1,1,"CBK HOLDINGS, INC",1
ASOLVA INC.,1,1,ASOLVA INC.,1
"INCIPIO, LLC",2,2,"INCIPIO, LLC",1
ALIGNIUS LLC,1,1,ALIGNIUS LLC,1
"CBM INTERNATIONAL RESOURCES, INC.",1,1,"CBM INTERNATIONAL RESOURCES, INC.",1
"ST. JOHN PHYSICIANS, INC.",1,1,"ST. JOHN PHYSICIANS, INC.",1
ST. JOHN PROVIDENCE HEALTH SYSTEM,1,1,ST. JOHN PROVIDENCE HEALTH SYSTEM,1
ST. JOHN THERAPY SERVICES,1,1,ST. JOHN THERAPY SERVICES,1
ST. JOHN'S COLLEGE,1,1,ST. JOHN'S COLLEGE,1
ST. JOHN'S EPISCOPAL HOSPITAL,1,1,ST. JOHN'S EPISCOPAL HOSPITAL,1
SIEMER MILLING COMPANY,2,2,SIEMER MILLING COMPANY,1
"SIGHT MACHINE, INC.",1,1,"SIGHT MACHINE, INC.",1
ST. JOHNS RIVER WATER MANAGEMENT DISTRICT,1,1,ST. JOHNS RIVER WATER MANAGEMENT DISTRICT,1
"INCIPIO TECHNOLOGIES, INC.",1,1,"INCIPIO TECHNOLOGIES, INC.",1
"CAVCO INDUSTRIES, INC",2,2,"CAVCO INDUSTRIES, INC",1
"FORMOSA INTERACTIVE, LLC",1,1,"FORMOSA INTERACTIVE, LLC",1
ST. JOHNSBURY DENTAL ASSOCIATES INC. PC,1,1,ST. JOHNSBURY DENTAL ASSOCIATES INC. PC,1
ST. JOSEPH HEALTH SYSTEM,1,1,ST. JOSEPH HEALTH SYSTEM,1
ST. JOSEPH MERCY HOME CARE,1,1,ST. JOSEPH MERCY HOME CARE,1
ST. JOSEPH REGIONAL HEALTH CENTER,1,1,ST. JOSEPH REGIONAL HEALTH CENTER,1
ST. JOSEPH'S COLLEGE,1,1,ST. JOSEPH'S COLLEGE,1
ST. JOSEPH'S HOSPITAL AND HEALTH CENTER,1,1,ST. JOSEPH'S HOSPITAL AND HEALTH CENTER,1
SPACE+DESIGN INC,1,1,SPACE+DESIGN INC,1
ALINGS INC,1,1,ALINGS INC,1
"SPIN SYSTEMS, INC.",1,1,"SPIN SYSTEMS, INC.",1
"ASP SERVICES, LLC",1,1,"ASP SERVICES, LLC",1
CBR SYSTEMS INC.,2,2,CBR SYSTEMS INC.,1
